Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgDailyWorkHours,StdDailyWorkHours,MedianDailyWorkHours,TotalPresent,TotalAbsent,TotalShortDays,TotalLongDays,TotalOvertimeHours,AvgArrivalHour,StdArrivalHour,AvgDepartureHour,StdDepartureHour,AbsenceRate,AvgOvertimeHoursPerDay,ShortDayRate,LongDayRate,EngagementTrend,TrendCategory,TenureGroup,AgeGroup,IncomeQuartile,PromotionStagnation,SatisfactionScore,CareerProgressionRatio,AttritionFlag
35,No,Travel_Rarely,Sales,7,4,Life Sciences,19,Male,1,Sales Representative,Divorced,24380,7.0,16,0,10.0,5,7,6,2,2.0,2.0,2.0,2,3,6.960253831417624,0.314945915821745,6.948055555555555,232,17,128,0,0.0,9.9805316091954,0.29060659545290446,16.94102011494253,0.4337572170085032,6.83,0.0,55.17,0.0,-0.0015,Stable,5-10 years,35-39,Q1 (Low),1,2.0,0.7,0
38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,20,Female,1,Manager,Divorced,68700,1.0,11,1,8.0,5,8,7,7,1.0,1.0,3.0,3,3,9.293555796055795,0.2963884015180492,9.295833333333333,231,18,0,189,298.81138888888887,10.023304473304472,0.29161254012750004,19.315512265512265,0.4263581478751531,7.23,1.29,0.0,81.82,0.0144,Stable,5-10 years,35-39,Q3,1,1.67,1.0,0
26,No,Travel_Frequently,Research & Development,1,4,Other,21,Male,2,Laboratory Technician,Divorced,104470,1.0,18,0,6.0,3,6,1,4,3.0,2.0,1.0,3,3,7.590778256704981,0.317876322859857,7.584583333333333,232,17,7,0,3.9122222222222245,9.985847701149426,0.28163637444712253,17.576580459770117,0.416321521975284,6.83,0.02,3.02,0.0,0.0029,Stable,5-10 years,25-29,Q4 (High),0,2.0,1.0,0
50,No,Travel_Rarely,Sales,8,4,Life Sciences,22,Male,1,Research Scientist,Divorced,96670,3.0,23,0,28.0,2,10,1,6,1.0,2.0,2.0,2,4,6.008613495469718,0.293009267321181,6.0175,233,16,233,0,0.0,9.98090128755365,0.26192588793284244,15.989055793991415,0.39133106829815495,6.43,0.0,100.0,0.0,-0.0038,Stable,10+ years,50+,Q4 (High),0,1.67,0.36,0
53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,23,Female,2,Research Scientist,Married,21480,3.0,11,0,21.0,2,5,1,3,3.0,3.0,2.0,3,3,8.402108477011494,0.3029886705353011,8.416666666666668,232,17,0,4,96.11194444444443,9.995043103448275,0.2628846124107899,18.39755747126437,0.4188169870485517,6.83,0.41,0.0,1.72,-0.0004,Stable,5-10 years,50+,Q1 (Low),0,2.67,0.24,0
42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,24,Male,1,Manufacturing Director,Married,89260,1.0,14,0,10.0,4,20,11,6,2.0,3.0,3.0,1,3,6.8070052800734615,0.31558692057249155,6.802083333333334,242,7,171,0,0.0,9.989118457300275,0.28174610944627543,16.795247933884298,0.4588172680254241,2.81,0.0,70.66,0.0,-0.0046,Stable,10+ years,40-44,Q4 (High),1,2.67,2.0,0
29,No,Travel_Frequently,Research & Development,16,4,Medical,25,Male,1,Laboratory Technician,Single,65130,1.0,11,1,10.0,2,10,0,9,2.0,4.0,2.0,3,3,7.093167388167388,0.32198743609614844,7.103055555555556,231,18,84,0,0.04944444444444507,9.963564213564215,0.26513827326600337,17.056493506493506,0.42069779717970257,7.23,0.0,36.36,0.0,-0.0003,Stable,10+ years,25-29,Q3,0,2.67,1.0,0
55,No,Travel_Rarely,Research & Development,1,4,Other,26,Female,1,Research Scientist,Married,67990,3.0,11,0,12.0,2,10,0,8,2.0,4.0,3.0,3,3,9.362002074688796,0.2812382254202835,9.337222222222222,241,8,0,222,328.2425,10.018464730290455,0.27117114620341154,19.37966804979253,0.38810040760989734,3.21,1.36,0.0,92.12,0.0081,Stable,10+ years,50+,Q3,0,3.0,0.83,0
26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,27,Female,1,Manager,Married,162910,1.0,22,0,5.0,3,5,3,3,1.0,1.0,3.0,3,4,10.977123430962342,0.2966332412542106,10.999444444444444,239,10,0,239,711.5325,9.997280334728034,0.26580444462346176,20.973430962343095,0.38340583865385885,4.02,2.98,0.0,100.0,-0.0026,Stable,5-10 years,25-29,Q4 (High),0,1.67,1.0,0
37,No,Travel_Rarely,Sales,5,1,Marketing,28,Male,1,Research Scientist,Single,27050,1.0,11,0,17.0,2,17,5,7,4.0,4.0,3.0,3,3,7.604444444444445,0.29583577896635016,7.612361111111111,236,13,7,0,2.9936111111111074,9.983474576271187,0.3001575296628334,17.588629943502827,0.43997255079627534,5.22,0.01,2.97,0.0,0.0035,Stable,10+ years,35-39,Q1 (Low),1,3.67,1.0,0
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,29,Male,2,Research Scientist,Divorced,103330,3.0,14,1,19.0,2,1,0,0,4.0,3.0,1.0,2,3,10.97758573388203,0.31182146099505686,10.98611111111111,243,6,0,243,723.5533333333333,10.008299039780523,0.2600300826949229,20.98573388203018,0.40498494860270906,2.41,2.98,0.0,100.0,0.0022,Stable,1-3 years,40-44,Q4 (High),0,2.67,0.05,1
38,No,Travel_Rarely,Sales,2,3,Marketing,30,Female,1,Manager,Divorced,44480,9.0,12,0,10.0,3,2,1,2,4.0,4.0,3.0,2,3,6.8312753623188405,0.2816235668075111,6.844722222222222,230,19,173,0,0.0,9.98376811594203,0.30132700903409965,16.816159420289853,0.4123058362033553,7.63,0.0,75.22,0.0,0.002,Stable,1-3 years,35-39,Q2,0,3.67,0.2,0
26,Yes,Travel_Rarely,Research & Development,4,3,Medical,31,Male,3,Research Scientist,Divorced,68540,2.0,11,0,5.0,5,3,0,2,1.0,2.0,3.0,2,3,10.10940826330532,0.30764820897102346,10.100277777777778,238,11,0,238,502.0391666666667,9.996848739495798,0.2825991389229934,20.106162464985992,0.42363575776430007,4.42,2.11,0.0,100.0,0.0049,Stable,3-5 years,25-29,Q3,0,2.0,0.6,1
28,No,Travel_Rarely,Research & Development,7,3,Other,32,Male,1,Human Resources,Single,96370,1.0,13,0,5.0,6,5,0,2,4.0,4.0,3.0,2,3,6.709665977961433,0.2999596428160107,6.737638888888888,242,7,207,0,0.0,9.969283746556474,0.29668530148369693,16.679614325068872,0.45219860222765235,2.81,0.0,85.54,0.0,0.0019,Stable,5-10 years,25-29,Q4 (High),0,3.67,1.0,0
49,No,Travel_Frequently,Research & Development,1,1,Medical,33,Female,2,Research Scientist,Single,35910,9.0,13,0,22.0,2,3,1,2,3.0,1.0,3.0,3,3,10.518214624881292,0.2988444964494485,10.523472222222223,234,15,0,234,589.2622222222222,10.0002849002849,0.30603906441177087,20.51816239316239,0.4149781457503799,6.02,2.52,0.0,100.0,0.0064,Stable,3-5 years,45-49,Q2,0,2.33,0.14,0
36,No,Travel_Rarely,Sales,5,3,Technical Degree,34,Male,3,Sales Executive,Single,54050,4.0,14,0,10.0,2,8,7,7,3.0,2.0,3.0,3,3,6.182887517146776,0.2776026790150543,6.186388888888889,243,6,243,0,0.0,9.962894375857339,0.2722439982489302,16.145816186556928,0.3823794684608023,2.41,0.0,100.0,0.0,-0.0052,Stable,5-10 years,35-39,Q3,1,2.67,0.8,0
31,No,Travel_Frequently,Research & Development,9,4,Medical,35,Male,1,Sales Executive,Divorced,46840,1.0,16,1,2.0,4,2,2,2,4.0,2.0,2.0,3,3,6.586388888888889,0.2984167125865238,6.6075,240,9,220,0,0.0,10.026250000000001,0.2594621488667678,16.612777777777776,0.3873807510357887,3.61,0.0,91.67,0.0,0.0052,Stable,1-3 years,30-34,Q3,0,2.67,1.0,0
26,Yes,Travel_Rarely,Research & Development,8,3,Medical,36,Male,2,Manager,Single,157870,1.0,12,2,8.0,5,8,7,4,4.0,4.0,3.0,3,3,10.272241379310344,0.30351823691183893,10.300833333333333,232,17,0,232,527.16,9.939655172413794,0.26449926529041917,20.211350574712647,0.3979510965162975,6.83,2.27,0.0,100.0,0.0011,Stable,5-10 years,25-29,Q4 (High),1,3.67,1.0,1
37,No,Travel_Frequently,Sales,9,1,Marketing,37,Male,1,Laboratory Technician,Married,15140,1.0,14,0,4.0,3,4,1,2,2.0,4.0,2.0,3,3,9.982733011937558,0.28585167345253143,9.991944444444444,242,7,0,242,479.82138888888886,10.000413223140496,0.28073179423550493,19.98236914600551,0.41665309809531714,2.81,1.98,0.0,100.0,-0.0006,Stable,3-5 years,35-39,Q1 (Low),0,2.67,1.0,0
42,No,Travel_Frequently,Sales,2,2,Marketing,38,Male,3,Research Director,Married,29560,5.0,13,0,23.0,2,20,4,8,3.0,2.0,4.0,3,3,5.979567632850242,0.29721337326768577,5.999027777777778,230,19,230,0,0.0,10.004782608695653,0.26612267309336596,15.984565217391303,0.4041988252009935,7.63,0.0,100.0,0.0,0.0025,Stable,10+ years,40-44,Q2,0,3.0,0.87,0
18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,39,Male,1,Sales Executive,Single,23350,1.0,14,2,0.0,3,0,0,0,3.0,3.0,3.0,2,3,6.775967939304944,0.2921177931173167,6.7780555555555555,227,22,181,0,0.0,9.98582966226138,0.27626732091746903,16.76160058737151,0.40673416075094726,8.84,0.0,79.74,0.0,0.0021,Stable,< 1 year,18-24,Q1 (Low),0,3.0,0.0,1
35,No,Travel_Rarely,Sales,20,2,Life Sciences,40,Male,1,Laboratory Technician,Married,51540,0.0,19,0,12.0,2,11,6,9,3.0,2.0,2.0,2,3,7.690160390516039,0.3056256998247583,7.716111111111111,239,10,3,0,4.537222222222221,10.021548117154811,0.2782152207246971,17.7115760111576,0.42369520546559863,4.02,0.02,1.26,0.0,-0.0033,Stable,10+ years,35-39,Q3,1,2.33,0.92,0
36,No,Travel_Frequently,Research & Development,8,3,Other,41,Female,3,Sales Executive,Married,69620,4.0,12,2,4.0,2,1,0,0,3.0,4.0,3.0,2,3,7.204732468123861,0.28454492995089237,7.202500000000001,244,5,56,0,0.0,10.030191256830602,0.2783724660333887,17.23579234972678,0.4090101589889162,2.01,0.0,22.95,0.0,-0.0023,Stable,1-3 years,35-39,Q3,0,3.33,0.25,0
51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,42,Male,2,Laboratory Technician,Divorced,56750,5.0,13,0,13.0,2,4,1,2,4.0,2.0,3.0,2,3,7.594769503546099,0.3051429956720003,7.5936111111111115,235,14,6,0,3.5691666666666695,10.044326241134751,0.2622197911063758,17.638794326241136,0.42052878209209493,5.62,0.02,2.55,0.0,-0.0099,Stable,3-5 years,50+,Q3,0,3.0,0.31,0
41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,43,Male,1,Laboratory Technician,Single,23790,1.0,12,0,22.0,6,22,0,4,4.0,2.0,3.0,3,3,6.952642332415059,0.31785501531734117,6.964583333333334,242,7,129,0,0.0,9.993457300275482,0.28568850011940095,16.94607438016529,0.40040547449634756,2.81,0.0,53.31,0.0,-0.0099,Stable,10+ years,40-44,Q1 (Low),0,3.0,1.0,0
18,No,Travel_Rarely,Sales,7,3,Life Sciences,44,Male,1,Research Scientist,Single,38120,1.0,15,0,0.0,3,0,0,0,4.0,3.0,3.0,3,3,7.008878472222222,0.3149531071288213,7.019861111111111,240,9,116,0,0.0,9.952916666666665,0.25266742933465514,16.96097222222222,0.40570373129750514,3.61,0.0,48.33,0.0,-0.0042,Stable,< 1 year,18-24,Q2,0,3.33,0.0,0
28,No,Travel_Rarely,Research & Development,9,3,Medical,45,Male,1,Sales Representative,Single,46480,0.0,23,2,9.0,2,8,0,7,2.0,1.0,3.0,2,4,7.201573315118398,0.2958945645712391,7.214027777777778,244,5,58,0,0.04111111111111043,9.970696721311475,0.27103067856357266,17.17219945355191,0.40295846756714554,2.01,0.0,23.77,0.0,-0.0048,Stable,5-10 years,25-29,Q3,0,2.0,0.89,0
31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,46,Male,1,Manufacturing Director,Married,29360,4.0,12,1,10.0,2,8,7,7,2.0,4.0,2.0,3,3,7.172875,0.30817033367282526,7.170972222222222,240,9,68,0,0.03805555555555529,10.003472222222223,0.26693584595299535,17.177152777777778,0.41666805555324066,3.61,0.0,28.33,0.0,0.0017,Stable,5-10 years,30-34,Q2,1,2.67,0.8,0
39,No,Travel_Rarely,Sales,5,4,Marketing,47,Female,2,Human Resources,Divorced,21050,0.0,20,0,19.0,3,18,3,7,3.0,4.0,2.0,3,4,7.636801418439716,0.3116720861036216,7.626111111111111,235,14,4,0,5.102499999999997,9.97581560283688,0.2753056387404236,17.611205673758864,0.4394129866164373,5.62,0.02,1.7,0.0,0.0035,Stable,10+ years,35-39,Q1 (Low),0,3.0,0.95,0
36,No,Non-Travel,Research & Development,5,4,Life Sciences,48,Male,1,Sales Executive,Married,85780,7.0,21,0,11.0,4,9,0,8,2.0,2.0,3.0,3,4,7.83278129395218,0.2961809089177021,7.855277777777777,237,12,0,0,11.984722222222217,9.995569620253164,0.2998435192268007,17.82848101265823,0.4335925335618131,4.82,0.05,0.0,0.0,0.0059,Stable,5-10 years,35-39,Q4 (High),0,2.33,0.82,0
32,No,Travel_Rarely,Sales,2,3,Marketing,49,Male,2,Laboratory Technician,Married,27060,1.0,21,1,13.0,4,13,4,8,4.0,3.0,2.0,3,4,6.974765051395008,0.3119167284795887,6.964444444444444,227,22,120,0,0.0,10.012408223201174,0.2777764566218972,16.987371512481644,0.4378195195198368,8.84,0.0,52.86,0.0,0.0059,Stable,10+ years,30-34,Q1 (Low),0,3.0,1.0,0
38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,50,Female,3,Research Scientist,Married,63840,3.0,19,2,19.0,4,10,0,1,1.0,2.0,3.0,2,3,6.906424220272905,0.289615187777074,6.905277777777778,228,21,143,0,0.0,9.982748538011696,0.28066184474253014,16.889546783625732,0.39615953620316263,8.43,0.0,62.72,0.0,0.0027,Stable,10+ years,35-39,Q3,0,2.0,0.53,0
58,No,Non-Travel,Research & Development,2,3,Life Sciences,51,Male,2,Manufacturing Director,Divorced,39680,2.0,13,2,12.0,3,5,1,2,4.0,3.0,3.0,2,3,10.895463728191,0.30420544569324115,10.899861111111111,242,7,0,242,700.7022222222222,9.98422865013774,0.27126120930854297,20.879476584022036,0.41924519064407445,2.81,2.9,0.0,100.0,-0.0104,Stable,5-10 years,50+,Q2,0,3.33,0.42,0
31,No,Travel_Rarely,Research & Development,20,1,Technical Degree,52,Female,3,Research Scientist,Married,99070,0.0,13,1,6.0,3,5,0,3,3.0,4.0,3.0,2,3,9.12566572902016,0.30316557211889933,9.104444444444445,237,12,0,153,266.78277777777777,9.98466947960619,0.27066971762140596,19.10900140646976,0.3811700028731172,4.82,1.13,0.0,64.56,0.0003,Stable,5-10 years,30-34,Q4 (High),0,3.33,0.83,0
31,No,Travel_Rarely,Sales,7,4,Marketing,53,Male,2,Sales Executive,Married,132250,3.0,21,1,9.0,2,2,1,0,1.0,1.0,3.0,3,4,6.831459786145978,0.2790618125054992,6.8372222222222225,239,10,175,0,0.0,9.980404463040447,0.2981984094042432,16.8115760111576,0.40186119127193964,4.02,0.0,73.22,0.0,0.0023,Stable,1-3 years,30-34,Q4 (High),0,1.67,0.22,0
45,No,Travel_Frequently,Research & Development,3,1,Medical,54,Female,1,Sales Executive,Divorced,35400,1.0,13,0,24.0,6,24,9,11,1.0,1.0,3.0,3,3,7.3160499058380415,0.31042324250489284,7.287777777777778,236,13,36,0,0.33805555555555244,9.997316384180792,0.2640158167317886,17.313206214689266,0.43441603185958383,5.22,0.0,15.25,0.0,-0.0054,Stable,10+ years,45-49,Q2,1,1.67,1.0,0
31,No,Travel_Rarely,Sales,16,4,Marketing,55,Female,2,Research Scientist,Divorced,28040,0.0,19,2,3.0,0,2,2,2,3.0,4.0,1.0,3,3,8.610798041894354,0.3115838921999741,8.613472222222223,244,5,0,25,149.77083333333334,9.998497267759562,0.24951717526361747,18.608606557377048,0.4059695930743441,2.01,0.61,0.0,10.25,0.0075,Stable,1-3 years,30-34,Q1 (Low),0,2.67,0.67,0
33,No,Travel_Frequently,Research & Development,9,3,Life Sciences,56,Male,4,Research Director,Married,193920,6.0,12,1,12.0,3,10,8,8,4.0,2.0,3.0,3,3,6.784845288326301,0.2950064383650507,6.789722222222222,237,12,180,0,0.0,9.994866385372715,0.28418473518101117,16.779535864978904,0.4027940554251544,4.82,0.0,75.95,0.0,0.0,Stable,10+ years,30-34,Q4 (High),1,3.0,0.83,0
39,No,Travel_Rarely,Sales,1,4,Life Sciences,57,Male,1,Sales Executive,Married,196650,1.0,22,1,21.0,6,21,11,10,3.0,1.0,3.0,3,4,10.98609977324263,0.3159426398769555,10.993333333333334,245,4,0,245,731.5944444444444,10.018775510204081,0.28907922874306974,21.00442176870748,0.44688732609013654,1.61,2.99,0.0,100.0,-0.0163,Stable,10+ years,35-39,Q4 (High),1,2.33,1.0,0
43,No,Travel_Frequently,Research & Development,7,4,Medical,58,Male,4,Research Scientist,Single,24390,0.0,15,0,9.0,2,8,1,7,3.0,4.0,3.0,3,3,7.68658467939305,0.30273527325213845,7.688888888888889,227,22,2,0,5.291111111111109,9.997503671071954,0.2647862059633576,17.684434654919237,0.3905313816989074,8.84,0.02,0.88,0.0,0.0003,Stable,5-10 years,40-44,Q1 (Low),0,3.33,0.89,0
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,59,Male,3,Manufacturing Director,Single,73140,7.0,22,0,25.0,2,7,0,7,3.0,3.0,3.0,3,4,9.948856881572931,0.3131942908594044,9.976111111111111,243,6,0,243,473.5722222222222,10.003840877914952,0.2628975511821886,19.952743484224964,0.38898902369821525,2.41,1.95,0.0,100.0,-0.0013,Stable,5-10 years,45-49,Q3,0,3.0,0.28,0
52,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,60,Female,2,Research Scientist,Married,47740,2.0,18,1,11.0,2,8,7,7,3.0,2.0,2.0,3,3,7.905527661552766,0.3120189510407192,7.898611111111111,239,10,0,0,19.936666666666667,9.967294281729428,0.2798614542518156,17.873500697350067,0.407120069000631,4.02,0.08,0.0,0.0,0.001,Stable,5-10 years,50+,Q2,1,2.33,0.73,1
27,No,Travel_Rarely,Research & Development,15,4,Medical,61,Male,3,Research Scientist,Single,39020,1.0,22,0,4.0,2,4,1,2,3.0,2.0,2.0,3,4,10.67241461748634,0.30162828552207793,10.667916666666667,244,5,0,244,652.0691666666667,9.984562841530053,0.29118797113706396,20.656147540983607,0.40084901220827496,2.01,2.67,0.0,100.0,-0.0005,Stable,3-5 years,25-29,Q2,0,2.33,1.0,0
32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,62,Male,3,Research Scientist,Married,26620,1.0,11,1,13.0,6,13,11,9,3.0,2.0,3.0,4,3,10.496171548117156,0.29152064543500317,10.4875,239,10,0,239,596.585,10.002649930264992,0.28285500520068846,20.49825662482566,0.41456667574496764,4.02,2.5,0.0,100.0,-0.0054,Stable,10+ years,30-34,Q1 (Low),1,2.67,1.0,0
